"id","fifaId","name","firstName","lastName","knownName","position","price","squadId","team","teamAbbr","group","status","matchStatus","percentSelected","totalPoints","avgPoints","form","lastRoundPoints","oneToWatch","nextFixtureId","nextFixture","nextFixtureDate","nextFixtureVenue","nextFixtureCity"
"1470",,"Marcel Ruiz","Marcel","Ruiz",,"MID","5.9","28","Mexico","MEX","a","transferred",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"629",,"Mehdi Ghayedi","Mehdi","Ghayedi",,"MID","5.9","23","IR Iran","IRN","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1137",,"Michel Aebischer","Michel","Aebischer",,"MID","5.9","43","Switzerland","SUI","b","playing",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"627",,"Mohammad Mohebi","Mohammad","Mohebi",,"MID","5.9","23","IR Iran","IRN","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"51",,"Nico Paz","Nico","Paz",,"MID","5.9","2","Argentina","ARG","j","playing",,"1.5","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"1225",,"Nicolás de la Cruz","Nicolás","de la Cruz",,"MID","5.9","46","Uruguay","URU","h","playing",,"0.1","0","0","0","0","False","15","KSA v URU","2026-06-15T23:00:00+01:00","Hard Rock Stadium","Miami Gardens, Florida"
"1032",,"Pape Gueye","Pape","Gueye",,"MID","5.9","39","Senegal","SEN","i","playing",,"0.1","0","0","0","0","False","17","FRA v SEN","2026-06-16T20:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"1705",,"Patrick Maswanganyi","Patrick","Maswanganyi",,"MID","5.9","40","South Africa","RSA","a","transferred",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"397",,"Pavel Sulc","Pavel","Sulc",,"MID","5.9","15","Czechia","CZE","a","playing",,"0.2","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"1138",,"Remo Freuler","Remo","Freuler",,"MID","5.9","43","Switzerland","SUI","b","playing",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"84",,"Riley McGree","Riley","McGree",,"MID","5.9","3","Australia","AUS","d","transferred",,"0","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"50",,"Rodrigo De Paul","Rodrigo","De Paul",,"MID","5.9","2","Argentina","ARG","j","playing",,"0.9","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"934",,"Rúben Neves","Rúben Diogo","da Silva Neves","Rúben Neves","MID","5.9","35","Portugal","POR","k","playing",,"0.3","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"2018",,"Sofyan Amrabat","Sofyan","Amrabat",,"MID","5.9","29","Morocco","MAR","c","playing",,"0.1","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"1081",,"Yéremy Pino","Yéremy","Pino",,"MID","5.9","41","Spain","ESP","h","playing",,"0.1","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"916",,"Nuno Mendes","Nuno Alexandre","Tavares Mendes","Nuno Mendes","DEF","5.8","35","Portugal","POR","k","playing",,"43.2","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"1125",,"Anthony Elanga","Anthony","Elanga",,"FWD","5.8","42","Sweden","SWE","f","playing",,"0.4","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"927",,"Gonçalo Guedes","Gonçalo Manuel","Ganchinho Guedes","Gonçalo Guedes","FWD","5.8","35","Portugal","POR","k","playing",,"0.1","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"519",,"Angelo Stiller","Angelo","Stiller",,"MID","5.8","20","Germany","GER","e","playing",,"0.2","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"682",,"Daichi Kamada","Daichi","Kamada",,"MID","5.8","25","Japan","JPN","f","playing",,"0.3","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"44",,"Franco Mastantuono","Franco","Mastantuono",,"MID","5.8","2","Argentina","ARG","j","transferred",,"0","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"1549",,"Hwang In-Beom","In-Beom","Hwang","Hwang In-Beom","MID","5.8","27","Korea Republic","KOR","a","playing",,"0","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"321",,"Ibrahim Sangaré","Ibrahim","Sangaré",,"MID","5.8","12","Côte d'Ivoire","CIV","e","playing",,"0.1","0","0","0","0","False","11","CIV v ECU","2026-06-15T00:00:00+01:00","Lincoln Financial Field","Philadelphia, Pennsylvania"
"103",,"Konrad Laimer","Konrad","Laimer",,"MID","5.8","4","Austria","AUT","j","playing",,"0.4","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1265",,"Timothy Weah","Timothy","Weah",,"MID","5.8","47","USA","USA","d","playing",,"0.3","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"795",,"Denzel Dumfries","Denzel","Dumfries",,"DEF","5.7","30","Netherlands","NED","f","playing",,"15.7","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"1690",,"Adam Bareiro","Adam","Bareiro",,"FWD","5.7","34","Paraguay","PAR","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"807",,"Brian Brobbey","Brian","Brobbey",,"FWD","5.7","30","Netherlands","NED","f","playing",,"0.3","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"1687",,"Carlos González","Carlos","González",,"FWD","5.7","34","Paraguay","PAR","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"259",,"Luis Suárez","Luis","Suárez",,"FWD","5.7","10","Colombia","COL","k","playing",,"2.7","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"83",,"Ajdin Hrustic","Ajdin","Hrustic",,"MID","5.7","3","Australia","AUS","d","playing",,"0","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"128",,"Alexis Saelemaekers","Alexis","Saelemaekers",,"MID","5.7","5","Belgium","BEL","g","playing",,"0.1","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"1253",,"Brenden Aaronson","Brenden","Aaronson",,"MID","5.7","47","USA","USA","d","playing",,"0.4","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"928",,"Francisco Conceição","Francisco","Fernandes da Conceição","Francisco Conceição","MID","5.7","35","Portugal","POR","k","playing",,"0.2","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"1672",,"Imrân Louza","Imrân","Louza",,"MID","5.7","29","Morocco","MAR","c","transferred",,"0","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"1290",,"Jamshid Iskanderov","Jamshid","Iskanderov",,"MID","5.7","48","Uzbekistan","UZB","k","playing",,"0","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"244",,"Marcelo Flores","Marcelo","Flores",,"MID","5.7","9","Canada","CAN","b","playing",,"0","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"749",,"Germán Berterame","Germán","Berterame",,"FWD","5.6","28","Mexico","MEX","a","transferred",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"413",,"Gonzalo Plata","Gonzalo","Plata",,"FWD","5.6","16","Ecuador","ECU","e","playing",,"0.1","0","0","0","0","False","11","CIV v ECU","2026-06-15T00:00:00+01:00","Lincoln Financial Field","Philadelphia, Pennsylvania"
"858",,"Jørgen Strand Larsen","Jørgen","Strand Larsen",,"FWD","5.6","32","Norway","NOR","i","playing",,"0.3","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"148",,"Jovo Lukic","Jovo","Lukic",,"FWD","5.6","6","Bosnia and Herzegovina","BIH","b","playing",,"0","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"750",,"Julián Quiñones","Julián","Quiñones",,"FWD","5.6","28","Mexico","MEX","a","playing",,"0.3","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"1525",,"Matias Fernandez-Pardo","Matias","Fernandez-Pardo",,"FWD","5.6","5","Belgium","BEL","g","playing",,"0.1","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"701",,"Mousa Al Tamari","Mousa Mohammad Mousa","Sulaiman Al Tamari","Mousa Al Tamari","FWD","5.6","26","Jordan","JOR","j","playing",,"0.1","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"179",,"Rayan","Rayan Vitor","Simplício Rocha","Rayan","FWD","5.6","7","Brazil","BRA","c","playing",,"0.2","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"1239",,"Rodrigo Aguirre","Rodrigo","Aguirre",,"FWD","5.6","46","Uruguay","URU","h","playing",,"0","0","0","0","0","False","15","KSA v URU","2026-06-15T23:00:00+01:00","Hard Rock Stadium","Miami Gardens, Florida"
"311",,"Simon Adingra","Simon","Adingra",,"FWD","5.6","12","Côte d'Ivoire","CIV","e","playing",,"0.1","0","0","0","0","False","11","CIV v ECU","2026-06-15T00:00:00+01:00","Lincoln Financial Field","Philadelphia, Pennsylvania"
"282",,"Simon Banza","Simon","Banza",,"FWD","5.6","11","Congo DR","COD","k","playing",,"0","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"2023",,"Soufiane Rahimi","Soufiane","Rahimi",,"FWD","5.6","29","Morocco","MAR","c","playing",,"0.1","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"447",,"Trezeguet","Mahmoud Ahmed Ibrahim","Hassan","Trezeguet","FWD","5.6","17","Egypt","EGY","g","playing",,"0.1","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"25",,"Adil Aouchiche","Adil","Aouchiche",,"MID","5.6","1","Algeria","ALG","j","transferred",,"0","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"1252",,"Aidan Morris","Aidan","Morris",,"MID","5.6","47","USA","USA","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"982",,"Aiman Yahya","Aiman bin Yahya bin Yahya","Salem Ahmed","Aiman Yahya","MID","5.6","37","Saudi Arabia","KSA","h","playing",,"0","0","0","0","0","False","15","KSA v URU","2026-06-15T23:00:00+01:00","Hard Rock Stadium","Miami Gardens, Florida"
"428",,"Alan Franco","Alan","Franco",,"MID","5.6","16","Ecuador","ECU","e","playing",,"0","0","0","0","0","False","11","CIV v ECU","2026-06-15T00:00:00+01:00","Lincoln Financial Field","Philadelphia, Pennsylvania"
"869",,"Aníbal Godoy","Aníbal","Godoy",,"MID","5.6","33","Panama","PAN","l","playing",,"0","0","0","0","0","False","23","GHA v PAN","2026-06-18T00:00:00+01:00","Bmo Field","Toronto"
"82",,"Awer Mabil","Awer","Mabil",,"MID","5.6","3","Australia","AUS","d","playing",,"0","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"892",,"Braian Ojeda","Braian","Ojeda","Braian Ojeda","MID","5.6","34","Paraguay","PAR","d","playing",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"129",,"Charles De Ketelaere","Charles","De Ketelaere",,"MID","5.6","5","Belgium","BEL","g","playing",,"0.7","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"187",,"Danilo","Danilo","dos Santos de Oliveira","Danilo","MID","5.6","7","Brazil","BRA","c","playing",,"0.2","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"296",,"Edo Kayembe","Edo","Kayembe",,"MID","5.6","11","Congo DR","COD","k","playing",,"0","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"759",,"Érik Lira","Érik","Lira",,"MID","5.6","28","Mexico","MEX","a","playing",,"0.1","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"1601",,"Felix Nmecha","Felix","Nmecha",,"MID","5.6","20","Germany","GER","e","playing",,"0.1","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"40",,"Gianluca Prestianni","Gianluca","Prestianni",,"MID","5.6","2","Argentina","ARG","j","transferred",,"0","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"41",,"Giuliano Simeone","Giuliano","Simeone",,"MID","5.6","2","Argentina","ARG","j","playing",,"0.5","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"1330",,"Guido Rodríguez","Guido","Rodríguez",,"MID","5.6","2","Argentina","ARG","j","transferred",,"0","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"657",,"Ibrahim Bayesh","Ibrahim Bayesh Kamil","Al Kaabawi","Ibrahim Bayesh","MID","5.6","24","Iraq","IRQ","i","playing",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"2004",,"Jackson Irvine","Jackson","Irvine",,"MID","5.6","3","Australia","AUS","d","playing",,"0.1","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"733",,"Jens Castrop","Jens","Castrop",,"MID","5.6","27","Korea Republic","KOR","a","playing",,"0","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"1116",,"Jesper Karlström","Jesper","Karlström",,"MID","5.6","42","Sweden","SWE","f","playing",,"0","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"1133",,"Johan Manzambi","Johan","Manzambi",,"MID","5.6","43","Switzerland","SUI","b","playing",,"0.2","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"243",,"Jonathan Osorio","Jonathan","Osorio",,"MID","5.6","9","Canada","CAN","b","playing",,"0","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"868",,"José Luis Rodríguez","José Luis","Rodríguez",,"MID","5.6","33","Panama","PAN","l","playing",,"0","0","0","0","0","False","23","GHA v PAN","2026-06-18T00:00:00+01:00","Bmo Field","Toronto"
"267",,"Juan Fernando Quintero","Juan Fernando","Quintero",,"MID","5.6","10","Colombia","COL","k","playing",,"0.1","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"344",,"Kristijan Jakic","Kristijan","Jakic",,"MID","5.6","13","Croatia","CRO","l","playing",,"0","0","0","0","0","False","22","ENG v CRO","2026-06-17T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"48",,"Leandro Paredes","Leandro","Paredes",,"MID","5.6","2","Argentina","ARG","j","playing",,"0.2","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"891",,"Lucas Romero","Lucas","Romero",,"MID","5.6","34","Paraguay","PAR","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"823",,"Marko Stamenic","Marko","Stamenic",,"MID","5.6","31","New Zealand","NZL","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"49",,"Máximo Perrone","Máximo","Perrone",,"MID","5.6","2","Argentina","ARG","j","transferred",,"0","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"625",,"Mehdi Torabi","Mehdi","Torabi",,"MID","5.6","23","IR Iran","IRN","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"395",,"Michal Sadílek","Michal","Sadílek",,"MID","5.6","15","Czechia","CZE","a","playing",,"0","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"844",,"Morten Thorsby","Morten","Thorsby",,"MID","5.6","32","Norway","NOR","i","playing",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"2019",,"Neil El Aynaoui","Neil","El Aynaoui",,"MID","5.6","29","Morocco","MAR","c","playing",,"0.1","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"42",,"Nico González","Nico","González",,"MID","5.6","2","Argentina","ARG","j","playing",,"0.1","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"106",,"Nicolas Seiwald","Nicolas","Seiwald",,"MID","5.6","4","Austria","AUT","j","playing",,"0","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"343",,"Nikola Moro","Nikola","Moro",,"MID","5.6","13","Croatia","CRO","l","playing",,"0","0","0","0","0","False","22","ENG v CRO","2026-06-17T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"1289",,"Oston Urunov","Oston","Urunov",,"MID","5.6","48","Uzbekistan","UZB","k","playing",,"0","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"732",,"Paik Seung-Ho","Seung-Ho","Paik","Paik Seung-Ho","MID","5.6","27","Korea Republic","KOR","a","playing",,"0","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"1030",,"Pape Matar Sarr","Pape Matar","Sarr",,"MID","5.6","39","Senegal","SEN","i","playing",,"0.5","0","0","0","0","False","17","FRA v SEN","2026-06-16T20:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"538",,"Pascal Groß","Pascal","Groß",,"MID","5.6","20","Germany","GER","e","playing",,"0.2","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"1031",,"Pathé Ciss","Pathé","Ciss",,"MID","5.6","39","Senegal","SEN","i","playing",,"0","0","0","0","0","False","17","FRA v SEN","2026-06-16T20:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"845",,"Patrick Berg","Patrick","Berg",,"MID","5.6","32","Norway","NOR","i","playing",,"0.1","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"110",,"Paul Wanner","Paul","Wanner",,"MID","5.6","4","Austria","AUT","j","playing",,"0","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1007",,"Ryan Christie","Ryan","Christie",,"MID","5.6","38","Scotland","SCO","c","playing",,"0.1","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"626",,"Saeid Ezatolahi","Saeid","Ezatolahi",,"MID","5.6","23","IR Iran","IRN","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"915",,"Samú Costa","Samuel","de Almeida Costa","Samú Costa","MID","5.6","35","Portugal","POR","k","playing",,"0","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"1251",,"Tanner Tessmann","Tanner","Tessmann",,"MID","5.6","47","USA","USA","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"393",,"Tomás Soucek","Tomás","Soucek",,"MID","5.6","15","Czechia","CZE","a","playing",,"0.5","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"867",,"Yoel Bárcenas","Yoel","Bárcenas",,"MID","5.6","33","Panama","PAN","l","playing",,"0","0","0","0","0","False","23","GHA v PAN","2026-06-18T00:00:00+01:00","Bmo Field","Toronto"
"656",,"Zidane Iqbal","Zidane Aamar","Iqbal","Zidane Iqbal","MID","5.6","24","Iraq","IRQ","i","playing",,"0.1","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"520",,"Antonio Rüdiger","Antonio","Rüdiger",,"DEF","5.5","20","Germany","GER","e","playing",,"10.6","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"1086",,"Aymeric Laporte","Aymeric","Laporte",,"DEF","5.5","41","Spain","ESP","h","playing",,"4.9","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"164",,"Gabriel Magalhães","Gabriel","dos Santos Magalhães","Gabriel Magalhães","DEF","5.5","7","Brazil","BRA","c","playing",,"23.8","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"542",,"Joshua Kimmich","Joshua","Kimmich",,"DEF","5.5","20","Germany","GER","e","playing",,"29.3","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"1102",,"Marcos Llorente","Marcos","Llorente",,"DEF","5.5","41","Spain","ESP","h","playing",,"5.3","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"1085",,"Pedro Porro","Pedro","Porro",,"DEF","5.5","41","Spain","ESP","h","playing",,"8","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"796",,"Virgil van Dijk","Virgil","van Dijk",,"DEF","5.5","30","Netherlands","NED","f","playing",,"20.4","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"1510",,"Ahmed Alaa","Ahmed Alaaeldin Bader Mohammed","Abdelmotaal","Ahmed Alaa","FWD","5.5","36","Qatar","QAT","b","playing",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"181",,"Endrick","Endrick Felipe","Moreira de Sousa","Endrick","FWD","5.5","7","Brazil","BRA","c","playing",,"1.8","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"1425",,"Jan Kuchta","Jan","Kuchta",,"FWD","5.5","15","Czechia","CZE","a","playing",,"0","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"1580",,"Lawrence Shankland","Lawrence","Shankland",,"FWD","5.5","38","Scotland","SCO","c","playing",,"0.6","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"228",,"Tajon Buchanan","Tajon","Buchanan",,"FWD","5.5","9","Canada","CAN","b","playing",,"0.1","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"808",,"Wout Weghorst","Wout","Weghorst",,"FWD","5.5","30","Netherlands","NED","f","playing",,"0.3","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"52",,"Alejandro Garnacho","Alejandro","Garnacho",,"MID","5.5","2","Argentina","ARG","j","transferred",,"0.1","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"1602",,"Aleksandar Pavlovic","Aleksandar","Pavlovic",,"MID","5.5","20","Germany","GER","e","playing",,"0.6","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"2035",,"Álex Zendejas","Álex","Zendejas",,"MID","5.5","47","USA","USA","d","playing",,"0.1","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"162",,"Amir Hadziahmetovic","Amir","Hadziahmetovic",,"MID","5.5","6","Bosnia and Herzegovina","BIH","b","playing",,"0.1","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"1674",,"Ayyoub Bouaddi","Ayyoub","Bouaddi",,"MID","5.5","29","Morocco","MAR","c","playing",,"0.1","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"1334",,"Claudio Echeverri","Claudio","Echeverri",,"MID","5.5","2","Argentina","ARG","j","transferred",,"0","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"911",,"Damián Bobadilla","Damián","Bobadilla",,"MID","5.5","34","Paraguay","PAR","d","playing",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1484",,"Efraín Álvarez","Efraín","Álvarez",,"MID","5.5","28","Mexico","MEX","a","transferred",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
