"id","fifaId","name","firstName","lastName","knownName","position","price","squadId","team","teamAbbr","group","status","matchStatus","percentSelected","totalPoints","avgPoints","form","lastRoundPoints","oneToWatch","nextFixtureId","nextFixture","nextFixtureDate","nextFixtureVenue","nextFixtureCity"
"1028",,"Lewis Ferguson","Lewis","Ferguson",,"MID","4.8","38","Scotland","SCO","c","playing",,"0.1","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"890",,"Matías Galarza","Matías","Galarza",,"MID","4.8","34","Paraguay","PAR","d","playing",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"2039",,"Mats Wieffer","Mats","Wieffer",,"MID","4.8","30","Netherlands","NED","f","playing",,"0.1","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"1619",,"Rodney Redes","Rodney","Redes",,"MID","4.8","34","Paraguay","PAR","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1561",,"Roozbeh Cheshmi","Roozbeh","Cheshmi",,"MID","4.8","23","IR Iran","IRN","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"741",,"César Montes","César","Montes",,"DEF","4.7","28","Mexico","MEX","a","playing",,"0.5","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"742",,"Jesús Gallardo","Jesús","Gallardo",,"DEF","4.7","28","Mexico","MEX","a","playing",,"0.5","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"740",,"Johan Vásquez","Johan","Vásquez",,"DEF","4.7","28","Mexico","MEX","a","playing",,"1.8","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"522",,"Malick Thiaw","Malick","Thiaw",,"DEF","4.7","20","Germany","GER","e","playing",,"0.9","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"1033",,"Mamadou Sarr","Mamadou","Sarr",,"DEF","4.7","39","Senegal","SEN","i","playing",,"0.3","0","0","0","0","False","17","FRA v SEN","2026-06-16T20:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"29",,"Marcos Senesi","Marcos","Senesi",,"DEF","4.7","2","Argentina","ARG","j","transferred",,"1.1","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"114",,"Maxim De Cuyper","Maxim","De Cuyper",,"DEF","4.7","5","Belgium","BEL","g","playing",,"4.3","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"525",,"Nathaniel Brown","Nathaniel","Brown",,"DEF","4.7","20","Germany","GER","e","playing",,"0.3","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"457",,"Nico O'Reilly","Nico","O'Reilly",,"DEF","4.7","18","England","ENG","l","playing",,"13","0","0","0","0","False","22","ENG v CRO","2026-06-17T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"2052",,"Piero Hincapié","Piero","Hincapié",,"DEF","4.7","16","Ecuador","ECU","e","playing",,"2.9","0","0","0","0","False","11","CIV v ECU","2026-06-15T00:00:00+01:00","Lincoln Financial Field","Philadelphia, Pennsylvania"
"115",,"Timothy Castagne","Timothy","Castagne",,"DEF","4.7","5","Belgium","BEL","g","playing",,"0.4","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"649",,"Ali Al Hamadi","Ali Ibrahim Karim Ali","Al Hamadi","Ali Al Hamadi","FWD","4.7","24","Iraq","IRQ","i","playing",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"150",,"Esmir Bajraktarevic","Esmir","Bajraktarevic",,"FWD","4.7","6","Bosnia and Herzegovina","BIH","b","playing",,"0.2","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"584",,"Frantzdy Pierrot","Frantzdy","Pierrot",,"FWD","4.7","22","Haiti","HAI","c","playing",,"0","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"210",,"Garry Rodrigues","Garry","Mendes Rodrigues","Garry Rodrigues","FWD","4.7","8","Cabo Verde","CPV","h","playing",,"0","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"753",,"Guillermo Martínez","Guillermo","Martínez",,"FWD","4.7","28","Mexico","MEX","a","playing",,"0.2","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"880",,"José Fajardo","José","Fajardo",,"FWD","4.7","33","Panama","PAN","l","playing",,"0","0","0","0","0","False","23","GHA v PAN","2026-06-18T00:00:00+01:00","Bmo Field","Toronto"
"1562",,"Kasra Taheri","Kasra","Taheri",,"FWD","4.7","23","IR Iran","IRN","g","transferred",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"209",,"Nuno da Costa","Nuno Miguel","da Costa Jóia","Nuno da Costa","FWD","4.7","8","Cabo Verde","CPV","h","playing",,"0","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"2069",,"Shahriyar Moghanlou","Shahriyar","Moghanlou",,"FWD","4.7","23","IR Iran","IRN","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1677",,"Soufiane Benjdida","Soufiane","Benjdida",,"FWD","4.7","29","Morocco","MAR","c","transferred",,"0","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"1679",,"Tawfik Bentayeb","Tawfik","Bentayeb",,"FWD","4.7","29","Morocco","MAR","c","transferred",,"0","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"727",,"Yang Hyun-Jun","Hyun-Jun","Yang","Yang Hyun-Jun","FWD","4.7","27","Korea Republic","KOR","a","playing",,"0","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"533",,"Alexander Nübel","Alexander","Nübel",,"GK","4.7","20","Germany","GER","e","playing",,"0.5","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"809",,"Bart Verbruggen","Bart","Verbruggen",,"GK","4.7","30","Netherlands","NED","f","playing",,"3.6","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"1153",,"Gregor Kobel","Gregor","Kobel",,"GK","4.7","43","Switzerland","SUI","b","playing",,"6.6","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"932",,"José Sá","José Pedro","Malheiro de Sá","José Sá","GK","4.7","35","Portugal","POR","k","playing",,"0.6","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"810",,"Mark Flekken","Mark","Flekken",,"GK","4.7","30","Netherlands","NED","f","playing",,"0.4","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"931",,"Rui Silva","Rui Tiago","Dantas da Silva","Rui Silva","GK","4.7","35","Portugal","POR","k","playing",,"0.7","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"2010",,"Yassine Bounou","Yassine","Bounou",,"GK","4.7","29","Morocco","MAR","c","playing",,"3.1","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"944",,"Ahmed Fathy","Ahmed Fathy Mansi","Abdoulla","Ahmed Fathy","MID","4.7","36","Qatar","QAT","b","playing",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1282",,"Akmal Mozgovoy","Akmal","Mozgovoy",,"MID","4.7","48","Uzbekistan","UZB","k","playing",,"0","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"889",,"Alejandro Romero","Alejandro","Romero",,"MID","4.7","34","Paraguay","PAR","d","playing",,"0.1","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"156",,"Amar Memic","Amar","Memic",,"MID","4.7","6","Bosnia and Herzegovina","BIH","b","playing",,"0.1","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"1616",,"Andrés Cubas","Andrés","Cubas",,"MID","4.7","34","Paraguay","PAR","d","playing",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1587",,"Aral Simsir","Aral","Simsir",,"MID","4.7","45","Türkiye","TUR","d","transferred",,"0","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"1190",,"Atakan Karazor","Atakan","Karazor",,"MID","4.7","45","Türkiye","TUR","d","transferred",,"0","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"1109",,"Besfort Zeneli","Besfort","Zeneli",,"MID","4.7","42","Sweden","SWE","f","playing",,"0","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"1982",,"Caleb Yirenkyi","Caleb","Yirenkyi",,"MID","4.7","21","Ghana","GHA","l","playing",,"0","0","0","0","0","False","23","GHA v PAN","2026-06-18T00:00:00+01:00","Bmo Field","Toronto"
"818",,"Callum McCowatt","Callum","McCowatt",,"MID","4.7","31","New Zealand","NZL","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"2003",,"Cameron Devlin","Cameron","Devlin",,"MID","4.7","3","Australia","AUS","d","playing",,"0","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"572",,"Carl Sainté","Carl","Sainté",,"MID","4.7","22","Haiti","HAI","c","playing",,"0","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1249",,"Cristian Roldan","Cristian","Roldan","Cristian Roldan","MID","4.7","47","USA","USA","d","playing",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"573",,"Danley Jean Jacques","Danley","Jean Jacques",,"MID","4.7","22","Haiti","HAI","c","playing",,"0","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1527",,"Diego Moreira","Diego","Moreira",,"MID","4.7","5","Belgium","BEL","g","playing",,"0.1","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"1110",,"Elliot Stroud","Elliot","Stroud",,"MID","4.7","42","Sweden","SWE","f","playing",,"0","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"1160",,"Ellyes Skhiri","Ellyes","Skhiri",,"MID","4.7","44","Tunisia","TUN","f","playing",,"0","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"1219",,"Emiliano Martínez","Emiliano","Martínez",,"MID","4.7","46","Uruguay","URU","h","playing",,"0.1","0","0","0","0","False","15","KSA v URU","2026-06-15T23:00:00+01:00","Hard Rock Stadium","Miami Gardens, Florida"
"351",,"Godfried Roemeratoe","Godfried","Roemeratoe",,"MID","4.7","14","Curaçao","CUW","e","playing",,"0","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"595",,"Hadi Habibinejad","Hadi","Habibinejad",,"MID","4.7","23","IR Iran","IRN","g","transferred",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"632",,"Hasan Abdulkareem","Hasan Abdulkareem Jabbar","Sayyid","Hasan Abdulkareem","MID","4.7","24","Iraq","IRQ","i","transferred",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1279",,"Jasurbek Jaloliddinov","Jasurbek","Jaloliddinov",,"MID","4.7","48","Uzbekistan","UZB","k","transferred",,"0","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"571",,"Jean-Ricner Bellegarde","Jean-Ricner","Bellegarde",,"MID","4.7","22","Haiti","HAI","c","playing",,"0.1","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1482",,"Jeremy Márquez","Jeremy","Márquez",,"MID","4.7","28","Mexico","MEX","a","transferred",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"1385",,"Juan Portilla","Juan","Portilla",,"MID","4.7","10","Colombia","COL","k","playing",,"0","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"793",,"Kees Smit","Kees","Smit",,"MID","4.7","30","Netherlands","NED","f","transferred",,"0","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"198",,"Kevin Pina","Kevin Lenini","Gonçalves Pereira de Pina","Kevin Pina","MID","4.7","8","Cabo Verde","CPV","h","playing",,"0","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"1985",,"Kwasi Sibo","Kwasi","Sibo",,"MID","4.7","21","Ghana","GHA","l","playing",,"0","0","0","0","0","False","23","GHA v PAN","2026-06-18T00:00:00+01:00","Bmo Field","Toronto"
"1220",,"Luciano González","Luciano","González","Luciano González","MID","4.7","46","Uruguay","URU","h","transferred",,"0","0","0","0","0","False","15","KSA v URU","2026-06-15T23:00:00+01:00","Hard Rock Stadium","Miami Gardens, Florida"
"1675",,"Marwane Saadane","Marwane","Saadane",,"MID","4.7","29","Morocco","MAR","c","transferred",,"0","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"2005",,"Mathew Leckie","Mathew","Leckie",,"MID","4.7","3","Australia","AUS","d","playing",,"0","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"687",,"Mohammad Al Daoud","Mohammad Ratib","Mohammad Al Daoud","Mohammad Al Daoud","MID","4.7","26","Jordan","JOR","j","playing",,"0","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"688",,"Noor Al Rawabdeh","Noor Al Deen Mahmoud Ali","Al Rawabdeh","Noor Al Rawabdeh","MID","4.7","26","Jordan","JOR","j","playing",,"0","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"738",,"Obed Vargas","Obed","Vargas",,"MID","4.7","28","Mexico","MEX","a","playing",,"0.2","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"1678",,"Othmane Maamma","Othmane","Maamma",,"MID","4.7","29","Morocco","MAR","c","transferred",,"0","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"77",,"Paul Okon","Paul","Okon",,"MID","4.7","3","Australia","AUS","d","playing",,"0","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"1161",,"Rani Khedira","Rani","Khedira",,"MID","4.7","44","Tunisia","TUN","f","playing",,"0","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"247",,"Richard Ríos","Richard","Ríos",,"MID","4.7","10","Colombia","COL","k","playing",,"0.6","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"1612",,"Robert Piris Da Motta","Robert","Piris Da Motta",,"MID","4.7","34","Paraguay","PAR","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1280",,"Ruslanbek Jiyanov","Ruslanbek","Jiyanov",,"MID","4.7","48","Uzbekistan","UZB","k","transferred",,"0","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"1189",,"Salih Özcan","Salih","Özcan",,"MID","4.7","45","Türkiye","TUR","d","playing",,"0.1","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"765",,"Samir El Mourabet","Samir","El Mourabet",,"MID","4.7","29","Morocco","MAR","c","playing",,"0.1","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"841",,"Sander Berge","Sander","Berge",,"MID","4.7","32","Norway","NOR","i","playing",,"0.3","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1250",,"Sebastian Berhalter","Sebastian","Berhalter",,"MID","4.7","47","USA","USA","d","playing",,"0.1","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1278",,"Sherzod Esanov","Sherzod","Esanov",,"MID","4.7","48","Uzbekistan","UZB","k","playing",,"0","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"2060",,"Tyler Fletcher","Tyler","Fletcher","Tyler Fletcher","MID","4.7","38","Scotland","SCO","c","playing",,"0.1","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"22",,"Yacine Titraoui","Yacine","Titraoui",,"MID","4.7","1","Algeria","ALG","j","playing",,"0","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"196",,"Yannick Semedo","Jair","Semedo Monteiro","Yannick Semedo","MID","4.7","8","Cabo Verde","CPV","h","playing",,"0","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"248",,"Daniel Muñoz","Daniel","Muñoz",,"DEF","4.6","10","Colombia","COL","k","playing",,"9.1","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"85",,"David Alaba","David","Alaba",,"DEF","4.6","4","Austria","AUT","j","playing",,"2.1","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"919",,"Gonçalo Inácio","Gonçalo Bernardo","Inácio","Gonçalo Inácio","DEF","4.6","35","Portugal","POR","k","playing",,"1.3","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"893",,"Gustavo Gómez","Gustavo","Gómez",,"DEF","4.6","34","Paraguay","PAR","d","playing",,"0.3","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"466",,"John Stones","John","Stones",,"DEF","4.6","18","England","ENG","l","playing",,"1.1","0","0","0","0","False","22","ENG v CRO","2026-06-17T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"1318",,"Lisandro Martínez","Lisandro","Martínez",,"DEF","4.6","2","Argentina","ARG","j","playing",,"2.3","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"459",,"Tino Livramento","Tino","Livramento",,"DEF","4.6","18","England","ENG","l","playing",,"0.3","0","0","0","0","False","22","ENG v CRO","2026-06-17T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"614",,"Ali Alipour","Ali","Alipour",,"FWD","4.6","23","IR Iran","IRN","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"615",,"Dennis Dargahi","Dennis","Dargahi",,"FWD","4.6","23","IR Iran","IRN","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"728",,"Eom Ji-Sung","Ji-Sung","Eom","Eom Ji-Sung","FWD","4.6","27","Korea Republic","KOR","a","playing",,"0","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"1021",,"George Hirst","George","Hirst",,"FWD","4.6","38","Scotland","SCO","c","playing",,"0.1","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"448",,"Haissem Hassan","Haissem","Hassan",,"FWD","4.6","17","Egypt","EGY","g","playing",,"0.1","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"961",,"Hassan Al Haydos","Hassan Khalid Hassan","Al Haydos","Hassan Al Haydos","FWD","4.6","36","Qatar","QAT","b","playing",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1174",,"Ismaël Gharbi","Ismaël","Gharbi",,"FWD","4.6","44","Tunisia","TUN","f","playing",,"0","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"1022",,"Lyndon Dykes","Lyndon","Dykes",,"FWD","4.6","38","Scotland","SCO","c","playing",,"0.1","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"98",,"Alexander Schlager","Alexander","Schlager","Alexander Schlager","GK","4.6","4","Austria","AUT","j","playing",,"0.4","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"729",,"Jo Hyeon-Woo","Hyeon-Woo","Jo","Jo Hyeon-Woo","GK","4.6","27","Korea Republic","KOR","a","playing",,"0.2","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"99",,"Patrick Pentz","Patrick","Pentz",,"GK","4.6","4","Austria","AUT","j","playing",,"0.2","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"2036",,"Robin Roefs","Robin","Roefs",,"GK","4.6","30","Netherlands","NED","f","playing",,"0.4","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"132",,"Senne Lammens","Senne","Lammens",,"GK","4.6","5","Belgium","BEL","g","playing",,"1.8","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"1617",,"Álvaro Campuzano","Álvaro","Campuzano",,"MID","4.6","34","Paraguay","PAR","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"298",,"Christ Inao Oulaï","Christ","Inao Oulaï",,"MID","4.6","12","Côte d'Ivoire","CIV","e","playing",,"0.1","0","0","0","0","False","11","CIV v ECU","2026-06-15T00:00:00+01:00","Lincoln Financial Field","Philadelphia, Pennsylvania"
"435",,"Emam Ashour","Emam Ashour Metwally","Abdel Ghany","Emam Ashour","MID","4.6","17","Egypt","EGY","g","playing",,"0.5","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"1557",,"Gaël Kakuta","Gaël","Kakuta",,"MID","4.6","11","Congo DR","COD","k","playing",,"0","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"1188",,"Ismail Yüksek","Ismail","Yüksek",,"MID","4.6","45","Türkiye","TUR","d","playing",,"0.1","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"1530",,"Jamiro Monteiro","Jamiro Gregory","Monteiro Alvarenga","Jamiro Monteiro","MID","4.6","8","Cabo Verde","CPV","h","playing",,"0","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"195",,"João Paulo","João Paulo","Moreira Fernandes","João Paulo","MID","4.6","8","Cabo Verde","CPV","h","playing",,"0.1","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"1614",,"Mathías Villasanti","Mathías","Villasanti",,"MID","4.6","34","Paraguay","PAR","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"888",,"Maurício Magalhães Prado","Maurício","Magalhães Prado",,"MID","4.6","34","Paraguay","PAR","d","playing",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1613",,"Óscar Romero","Óscar","Romero",,"MID","4.6","34","Paraguay","PAR","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1345",,"Alex Sandro","Alex Sandro","Lobo da Silva","Alex Sandro","DEF","4.5","7","Brazil","BRA","c","playing",,"0.7","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"116",,"Arthur Theate","Arthur","Theate",,"DEF","4.5","5","Belgium","BEL","g","playing",,"0.3","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"462",,"Dan Burn","Dan","Burn",,"DEF","4.5","18","England","ENG","l","playing",,"0.4","0","0","0","0","False","22","ENG v CRO","2026-06-17T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"1118",,"Daniel Svensson","Daniel","Svensson",,"DEF","4.5","42","Sweden","SWE","f","playing",,"0.5","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"467",,"Djed Spence","Djed","Spence",,"DEF","4.5","18","England","ENG","l","playing",,"0.2","0","0","0","0","False","22","ENG v CRO","2026-06-17T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"1995",,"Eric García","Eric","García","Eric García","DEF","4.5","41","Spain","ESP","h","playing",,"0.9","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"1951",,"Hassan Al Tambakti","Hassan bin Mohammed bin Osama","Al Tambakti","Hassan Al Tambakti","DEF","4.5","37","Saudi Arabia","KSA","h","playing",,"0.1","0","0","0","0","False","15","KSA v URU","2026-06-15T23:00:00+01:00","Hard Rock Stadium","Miami Gardens, Florida"
